Internal catalogue id,Name (transliteration),Alternative names,Language,Script,Provenance note,External catalogue ids,Condition,Lines per folio/page,Length (cm),Height (cm),Date of copying,Material,Illustrations,Remarks,Photos available?,Text available?
ochs_000_003_740_asa_dp_no_3712_paramita,pāramitā parikathā subhāsita ratna karaṇḍaka,pāramitā parikathā subhāsita ratna karaṇḍaka,Sanskrit,Devanagari,ASA Archives,"dp_no: 3712, cd_no: ASK_BL-071, ask_no: buda 13",NA,6 lines,34.5,9.4,NA,"Paper, coat of HARTALA on back side",NA,NA,yes,no
ochs_000_003_741_asa_dp_no_3713_mahatattvajJana,mahātattvajJāna saṃkṣipta sambhāvanī,mahātattvajJāna saṃkṣipta sambhāvanī,Newa,Devanagari,ASA Archives,"dp_no: 3713, cd_no: ASK_BL-071, ask_no: buda 14",NA,20 lines,13.0,23.0,NA,"Paper, coat of HARTALA on back side",NA,Style: banded,yes,no
ochs_000_003_742_asa_dp_no_3714_ksanabhanga,kṣaṇabhaṅga siddhi,kṣaṇabhaṅga siddhi,Sanskrit,Devanagari,ASA Archives,"dp_no: 3714, cd_no: ASK_BL-071, ask_no: buda 15",NA,7 lines,34.5,9.4,NA,"Paper, coat of HARTALA on back side",NA,NA,yes,no
ochs_000_003_743_asa_dp_no_3715_dondosastra,ḍondośāstra,ḍondośāstra ( dharmadarśanayā khaṃ ),Newa,Devanagari,ASA Archives,"dp_no: 3715, cd_no: ASK_BL-071, ask_no: buda 16",NA,7,30.5,11.8,NS1052,"Paper, coat of HARTALA",figure on 1b samantabhadra?,NA,yes,no
ochs_000_003_744_asa_dp_no_3716_dharmasamuccaya,dharmasamuccaya,dharmasamuccaya,Sanskrit,Devanagari,ASA Archives,"dp_no: 3716, cd_no: ASK_BL-071, ask_no: buda 17",NA,10/3,30.5,13,NA,"Paper, coat of HARTALA",NA,NA,yes,no
ochs_000_003_745_asa_dp_no_3717_bodhicaryavatara,bodhicaryāvatāra parikathā,bodhicaryāvatāra parikathā,Sanskrit,Newa,ASA Archives,"dp_no: 3717, cd_no: ASK_BL-071, ask_no: buda 18",NA,7,28.7,8.5,NS934,"Paper, coat of HARTALA",NA,NA,yes,no
ochs_000_003_746_asa_dp_no_3718_mamgalagatha,maṃgalagāthā tippaṇīyā byākhyāna,maṃgalagāthā tippaṇīyā byākhyāna,Sanskrit-Newa,Devanagari,ASA Archives,"dp_no: 3718, cd_no: ASK_BL-071, ask_no: buda 19",NA,7,32,12,VS1965,"Paper, coat of HARTALA",NA,NA,yes,no
ochs_000_003_747_asa_dp_no_3719_aryavalokitesvara,āryāvalokiteśvara sūryagarbha bodhisattva saṃvādya praśna,"(1) āryāvalokiteśvara sūryagarbha bodhisattva saṃvādya praśna , (2) śrī ekaviṃśati tārā praśna saṃpūrṇa śubhāśubha",Sanskrit-Newa,Newa,ASA Archives,"dp_no: 3719, cd_no: ASK_BL-071, ask_no: bavi 1",NA,5 lines,17.8,7.0,NA,Paper,figure of tArA,Style: bound book,yes,no
ochs_000_003_748_asa_dp_no_3720_mrtyuJjaya,mṛtyuJjaya kalpa,mṛtyuJjaya kalpa ( or tārā lokeśvara saṃvāda ),Newa,Newa,ASA Archives,"dp_no: 3720, cd_no: ASK_BL-071, ask_no: bavi 2",NA,7 lines,20.3,8.8,NS1002,"Paper, coat of HARTALA on front side & back side",NA,"Style: Thyasaphu (foldbook, folios of handmade paper, stitched or glued together along the edges)",yes,no
ochs_000_003_749_asa_dp_no_3721_dharma,dharma deśanā tārā lokeśvara saṃvāda utpala lakṣaṇa,dharma deśanā tārā lokeśvara saṃvāda utpala lakṣaṇa,Sanskrit-Newa,Newa,ASA Archives,"dp_no: 3721, cd_no: ASK_BL-071, ask_no: bavi 3",NA,9,18.0,7.0,NA,"Paper, coat of HARTALA on one side",NA,"Style: Thyasaphu (foldbook, folios of handmade paper, stitched or glued together along the edges)",yes,no
ochs_000_003_750_asa_dp_no_3722_santi,śānti vidhi,"(1) śānti vidhi , (2) lokeśvara tārādevī ( title unknown )",Newa,Newa,ASA Archives,"dp_no: 3722, cd_no: ASK_BL-071, ask_no: bavi 4",NA,NA,19.7,8.4,NA,Paper,NA,"Style: Thyasaphu (foldbook, folios of handmade paper, stitched or glued together along the edges)",yes,no
ochs_000_003_751_asa_dp_no_3723_maJjusri,maJjuśrī pārājikā,maJjuśrī pārājikā,Sanskrit-Newa,Newa,ASA Archives,"dp_no: 3723, cd_no: ASK_BL-071, ask_no: bavi 5",NA,5 lines,34.5,6.9,NA,"Paper, coat of HARTALA on front side & back side",NA,NA,yes,no
ochs_000_003_752_asa_dp_no_3724_maJjusri,maJjuśrī pārājikā,maJjuśrī pārājikā,Sanskrit-Newa,Devanagari,ASA Archives,"dp_no: 3724, cd_no: ASK_BL-071, ask_no: bavi 6",NA,8,31.1,11.5,NA,"Paper, coat of HARTALA",NA,NA,yes,no
ochs_000_003_753_asa_dp_no_3725_sarvatathagata,sarvatathāgata dvādaśa sāhasrikā pārājikā vinaya sūtroddhṛta śrīman munīndra mukha kamala vinirgata pāpaparimocana nāma nirdeśa,sarvatathāgata dvādaśa sāhasrikā pārājikā vinaya sūtroddhṛta śrīman munīndra mukha kamala vinirgata pāpaparimocana nāma nirdeśa,Sanskrit-Newa,Newa,ASA Archives,"dp_no: 3725, cd_no: ASK_BL-071, ask_no: bavi 7",NA,8 or 9 lines,25.0,8.4,NS940,"Paper, coat of HARTALA on back side",NA,NA,yes,no
ochs_000_003_754_asa_dp_no_3726_maJjusri,maJjuśrī pārājikā,maJjuśrī pārājikā,Sanskrit,Newa,ASA Archives,"dp_no: 3726, cd_no: ASK_BL-071, ask_no: bavi 8",NA,7 lines,19.1,7.9,NA,"Paper, coat of HARTALA on back side",NA,NA,yes,no
ochs_000_003_755_asa_dp_no_3727_utpata,utpāta śānti kathā,"(1) utpāta śānti kathā , (2) aṣṭaviṃśati nakṣatra parīkṣā",Newa,Newa,ASA Archives,"dp_no: 3727, cd_no: ASK_BL-071, ask_no: bavi 9",NA,7 lines,24.8,11.5,NA,"Paper, coat of HARTALA on front side & back side",NA,"Style: Thyasaphu (foldbook, folios of handmade paper, stitched or glued together along the edges)",yes,no
ochs_000_003_756_asa_dp_no_3728_lokesvara,lokeśvara ukta ekaviṃśati praśna,"(1) lokeśvara ukta ekaviṃśati praśna , (2) yoginī daśaphala śubhāśubha , (3) tithijātrā śubhāśubha , (4) nakṣatra jātrā uttama phala",Newa,Newa,ASA Archives,"dp_no: 3728, cd_no: ASK_BL-071, ask_no: bavi 10",NA,NA,18.7,8.0,NA,"Paper, coat of HARTALA on front side & back side",NA,"Style: Thyasaphu (foldbook, folios of handmade paper, stitched or glued together along the edges)",yes,no
ochs_000_003_757_asa_dp_no_3729_utpata,utpāta lakṣaṇa va utpāta kathā,utpāta lakṣaṇa va utpāta kathā,Sanskrit,Newa,ASA Archives,"dp_no: 3729, cd_no: ASK_BL-071, ask_no: bavi 11",NA,7,26.2,11,NA,"Paper, coat of HARTALA",NA,NA,yes,no
ochs_000_003_758_asa_dp_no_3730_astami,aṣṭamī vrata kathā,aṣṭamī vrata kathā,Sanskrit-Newa,Newa,ASA Archives,"dp_no: 3730, cd_no: ASK_BL-071, ask_no: ba-a 2",NA,8 lines,33.5,12.0,NA,"Paper, coat of HARTALA on back side",NA,NA,yes,no
ochs_000_003_759_asa_dp_no_3731_astami,aṣṭamī vrata mahātmya kathā,aṣṭamī vrata mahātmya kathā ( avadāna saṅgrahe ),Newa,Devanagari,ASA Archives,"dp_no: 3731, cd_no: ASK_BL-072, ask_no: ba-a 3",NA,10 lines,32.0,16.0,NS1015(VS1952),"Paper, coat of HARTALA on back side",NA,NA,yes,no
ochs_000_003_760_asa_dp_no_3732_astami,aṣṭamī vrata kathā,aṣṭamī vrata kathā,Newa,Devanagari,ASA Archives,"dp_no: 3732, cd_no: ASK_BL-072, ask_no: ba-a 4",NA,11 lines,32.7,15.3,NS1021,"Paper, coat of HARTALA on back side",NA,NA,yes,no
ochs_000_003_761_asa_dp_no_3733_astami,aṣṭamī vrata kathā,aṣṭamī vrata kathā,Newa,Newa,ASA Archives,"dp_no: 3733, cd_no: ASK_BL-072, ask_no: ba-a 5",NA,5 lines,25.2,8.2,NS936,Paper,NA,NA,yes,no
ochs_000_003_762_asa_dp_no_3734_astajanma,aṣṭajanma kathā,aṣṭajanma kathā ( aṣṭamī vrata mahātmye aṣṭajanma kathāyā avicikṛta (?) upoṣada vrata nāma ),Newa,Newa,ASA Archives,"dp_no: 3734, cd_no: ASK_BL-072, ask_no: ba-a 8",NA,6 lines,34.0,9.2,NS960,"Paper, coat of HARTALA on back side",NA,NA,yes,no
ochs_000_003_763_asa_dp_no_3735_astami,aṣṭamī vrata kathā,aṣṭamī vrata kathā,Newa,Newa,ASA Archives,"dp_no: 3735, cd_no: ASK_BL-072, ask_no: ba-a 9",NA,6 lines,35.5,9.5,NS947,"Paper, coat of HARTALA on front side & back side","figure on 1b ( damaged, amoghapACalokeCvara? )",NA,yes,no
ochs_000_003_764_asa_dp_no_3736_suklastami,śuklāṣṭamī vrata kathā,śuklāṣṭamī vrata kathā,Sanskrit-Newa,Newa,ASA Archives,"dp_no: 3736, cd_no: ASK_BL-072, ask_no: ba-a 10",NA,6,19.5,8,NA,NA,NA,"Style: Thyasaphu (foldbook, folios of handmade paper, stitched or glued together along the edges)",yes,no
ochs_000_003_765_asa_dp_no_3737_astami,aṣṭamī vrata mahātmya,aṣṭamī vrata mahātmya,Newa,Newa,ASA Archives,"dp_no: 3737, cd_no: ASK_BL-073, ask_no: ba-a 11",NA,7-9 lines,35.5,13.2,NS1020,"Paper, coat of HARTALA on back side",NA,NA,yes,no
ochs_000_003_766_asa_dp_no_3738_astami,aṣṭamī vrata mahātmya,aṣṭamī vrata mahātmya ( divyāvadāne ),Newa,Devanagari,ASA Archives,"dp_no: 3738, cd_no: ASK_BL-073, ask_no: ba-a 15",NA,8 lines,32.7,14.8,NS1036,"Paper, coat of HARTALA on back side",NA,NA,yes,no
ochs_000_003_767_asa_dp_no_3739_vasundharadevi,vasundhārādevī aśvaghoṣāvadāna dharmakathā,vasundhārādevī aśvaghoṣāvadāna dharmakathā,Newa,Devanagari,ASA Archives,"dp_no: 3739, cd_no: ASK_BL-073, ask_no: ba-a 17",NA,7 lines,24.9,11.5,NS1059,"Paper, coat of HARTALA on back side",NA,NA,yes,no
ochs_000_003_768_asa_dp_no_3740_asvaghosa,aśvaghoṣa nandimukha avadāna,aśvaghoṣa nandimukha avadāna ( śrī 3 vasundhārā vrata saṃpūrṇa ),Newa,Newa,ASA Archives,"dp_no: 3740, cd_no: ASK_BL-073, ask_no: ba-a 18",NA,6 lines,23.3,8.6,NS999,"Paper, coat of HARTALA on back side",NA,NA,yes,no
ochs_000_003_769_asa_dp_no_3741_asvaghosa,aśvaghoṣa nandimukhāvadāna,aśvaghoṣa nandimukhāvadāna,Sanskrit-Newa,Newa,ASA Archives,"dp_no: 3741, cd_no: ASK_BL-073, ask_no: ba-a 19",NA,8lines,29.5,8.8,NS922,"Paper, coat of HARTALA on back side",NA,NA,yes,no
ochs_000_003_770_asa_dp_no_3742_nandimukha,nandimukha aśvaghoṣāvadāna,nandimukha aśvaghoṣāvadāna ( vasundharāvrata kathā ),Newa,Devanagari,ASA Archives,"dp_no: 3742, cd_no: ASK_BL-073, ask_no: ba-a 20",NA,9 lines,32.3,12.4,VS1968,"Paper, coat of HARTALA on back side",NA,NA,yes,no
ochs_000_003_771_asa_dp_no_3743_nandimukha,nandimukha aśvaghoṣāvadāna,nandimukha aśvaghoṣāvadāna,Newa,Devanagari,ASA Archives,"dp_no: 3743, cd_no: ASK_BL-073, ask_no: ba-a 21",NA,7 lines,31.3,11.5,NS1020,"Paper, coat of HARTALA on back side",NA,NA,yes,no
ochs_000_003_772_asa_dp_no_3744_kavikumara,kavikumāra,kavikumāra (?),Sanskrit-Newa,Newa,ASA Archives,"dp_no: 3744, cd_no: ASK_BL-073, ask_no: ba-a 22",NA,6 lines,33.0,12.0,NA,"Paper, coat of HARTALA on back side",NA,NA,yes,no
ochs_000_003_773_asa_dp_no_3745_kavirakumara,kavirakumāra,kavirakumāra,Newa,Newa,ASA Archives,"dp_no: 3745, cd_no: ASK_BL-073, ask_no: ba-a 25",NA,9 or 10 lines,32.5,12.4,NA,"Paper, coat of HARTALA on back side",NA,NA,yes,no
ochs_000_003_774_asa_dp_no_3746_kavira,kavīra kumārāvadāna,kavīra kumārāvadāna,Sanskrit,Newa,ASA Archives,"dp_no: 3746, cd_no: ASK_BL-073, ask_no: ba-a 26",NA,8 lines,32.5,11.0,NA,"Paper, coat of HARTALA on back side",NA,NA,yes,no
ochs_000_003_775_asa_dp_no_3747_kusavadana,kuśāvadāna,"(1) kuśāvadāna , (2) kapisāvadāna",Sanskrit,Newa-Ranjana,ASA Archives,"dp_no: 3747, cd_no: ASK_BL-073, ask_no: ba-a 27",NA,5 lines,25.5,6.5,NA,"Paper, coat of HARTALA on back side",NA,NA,yes,no
ochs_000_003_776_asa_dp_no_3748_avadana,avadāna collection,avadāna collection,Newa,Newa,ASA Archives,"dp_no: 3748, cd_no: ASK_BL-073, ask_no: ba-a 28",NA,5 lines,36.0,9.0,NA,"Paper, coat of HARTALA on back side",NA,NA,yes,no
ochs_000_003_777_asa_dp_no_3749_sridivyavadanoddhrta,śrīdivyāvadānoddhṛta aṣṭamīvratamahātmya kusāvadāna,śrīdivyāvadānoddhṛta aṣṭamīvratamahātmya kusāvadāna,Sanskrit,Newa,ASA Archives,"dp_no: 3749, cd_no: ASK_BL-073, ask_no: ba-a 29",NA,6 lines,28.5,9.0,NS992,"Paper, coat of HARTALA on back side",NA,NA,yes,no
ochs_000_003_778_asa_dp_no_3750_laksacaitya,lakṣacaitya vidhi,lakṣacaitya vidhi ( lakṣa caitya dāna karma ),Newa,Newa,ASA Archives,"dp_no: 3750, cd_no: ASK_BL-073, ask_no: ba-a 30",NA,6 or 7 lines,15.5,6.8,NS943,"Paper, coat of HARTALA on front side & back side",NA,"Style: Thyasaphu (foldbook, folios of handmade paper, stitched or glued together along the edges)",yes,no
ochs_000_003_779_asa_dp_no_3751_avadana,avadāna,avadāna ( title unknown ),Newa,Newa,ASA Archives,"dp_no: 3751, cd_no: ASK_BL-073, ask_no: ba-a 32",NA,5 lines,27.5,8.0,NA,Paper,NA,NA,yes,no
ochs_000_003_780_asa_dp_no_3752_vicitrakarnikavadana,vicitrakarṇikāvadāna,"(1) vicitrakarṇikāvadāna , (2) sārthavāha nāma janma kathā",Newa,Newa,ASA Archives,"dp_no: 3752, cd_no: ASK_BL-073, ask_no: ba-a 33",NA,7 lines,28.5,9.9,NA,"Paper, coat of HARTALA on back side",NA,NA,yes,no
ochs_000_003_781_asa_dp_no_3753_title,title unknown,title unknown ( vasudhārā ? ),Sanskrit,Newa-Ranjana,ASA Archives,"dp_no: 3753, cd_no: ASK_BL-073, ask_no: ba-a 35",NA,5 lines,19.8,6.6,NA,"Paper, coat of HARTALA on one side",figure of Cakti ( vasudhArA ) sahita kuberayA citra,NA,yes,no
ochs_000_003_782_asa_dp_no_3754_vasundhara,vasundhārā vrata vidhi,vasundhārā vrata vidhi,Sanskrit-Newa,Devanagari,ASA Archives,"dp_no: 3754, cd_no: ASK_BL-073, ask_no: ba-a 36",NA,6 lines,14.9,8.7,NS1007,"Paper, coat of HARTALA on one side",NA,Style: bound book,yes,no
ochs_000_003_783_asa_dp_no_3755_vasundhara,vasundhārā vrata saṅkṣipta kathā,vasundhārā vrata saṅkṣipta kathā,Newa,Newa,ASA Archives,"dp_no: 3755, cd_no: ASK_BL-073, ask_no: ba-a 37",NA,7 lines,23.8,10.8,NA,"Paper, coat of HARTALA on front side & back side",NA,NA,yes,no
ochs_000_003_784_asa_dp_no_3756_vasudhara,vasudharā vrata kathā,vasudharā vrata kathā,Newa,Newa,ASA Archives,"dp_no: 3756, cd_no: ASK_BL-074, ask_no: ba-a 38",NA,6 lines,26.5,9.0,NA,"Paper, coat of HARTALA on back side",NA,NA,yes,no
ochs_000_003_785_asa_dp_no_3757_vasudhara,vasudharā vrata kathā,vasudharā vrata kathā ( śrīvratāvadāna mālāyāṃ ),Newa,Newa,ASA Archives,"dp_no: 3757, cd_no: ASK_BL-074, ask_no: ba-a 39",NA,5 lines,24.8,8.7,NS969,"Paper, coat of HARTALA on back side",NA,NA,yes,no
ochs_000_003_786_asa_dp_no_3758_vasudhara,vasudhārā vrata kathā,vasudhārā vrata kathā,Sanskrit-Newa,Newa,ASA Archives,"dp_no: 3758, cd_no: ASK_BL-074, ask_no: ba-a 40",NA,6 lines,28.0,7.7,NA,"Paper, coat of HARTALA on front side & back side",NA,NA,yes,no
ochs_000_003_787_asa_dp_no_3759_vasundhara,vasundharā vrata kathā,vasundharā vrata kathā,Newa,Newa,ASA Archives,"dp_no: 3759, cd_no: ASK_BL-074, ask_no: ba-a 41",NA,5 lines,21.0,7.0,NA,"Paper, coat of HARTALA on back side",NA,NA,yes,no
ochs_000_003_788_asa_dp_no_3760_vasundhara,vasundhārā vrata pūrvamabhyamaṇḍalāgata kathā,vasundhārā vrata pūrvamabhyamaṇḍalāgata kathā,Sanskrit,Newa,ASA Archives,"dp_no: 3760, cd_no: ASK_BL-074, ask_no: ba-a 42",NA,4 lines,28.0,5.5,NA,Paper,NA,Style: one eyelet,yes,no
ochs_000_003_789_asa_dp_no_3761_vasundhara,vasundhārā vrata vidhi,vasundhārā vrata vidhi,Sanskrit-Newa,Newa,ASA Archives,"dp_no: 3761, cd_no: ASK_BL-074, ask_no: ba-a 43",NA,6 lines,34.0,8.0,NA,"Paper, coat of HARTALA on front side & back side",NA,Style: one eyelet,yes,no
ochs_000_003_790_asa_dp_no_3762_vasudhara,vasudharā vrata vidhi,vasudharā vrata vidhi,Newa,Newa,ASA Archives,"dp_no: 3762, cd_no: ASK_BL-074, ask_no: ba-a 44",NA,6 lines,21.5,7.5,NA,"Paper, coat of HARTALA on back side",NA,Style: one eyelet,yes,no
ochs_000_003_791_asa_dp_no_3763_vasisthavadana,vaśiṣṭhāvadāna,vaśiṣṭhāvadāna ( aṣṭamīvrata kathā ),Newa,Newa,ASA Archives,"dp_no: 3763, cd_no: ASK_BL-074, ask_no: ba-a 45",NA,7 lines,35.0,10.8,NA,"Paper, coat of HARTALA on back side",NA,NA,yes,no
ochs_000_003_792_asa_dp_no_3764_vasisto,vāśiṣṭo paripṛṣṭṣto proṣadhāvadāna,vāśiṣṭo paripṛṣṭṣto proṣadhāvadāna,Sanskrit,Newa,ASA Archives,"dp_no: 3764, cd_no: ASK_BL-074, ask_no: ba-a 46",NA,5,19,7,NA,"Paper, coat of HARTALA",NA,NA,yes,no
ochs_000_003_793_asa_dp_no_3765_vicitrakarnikavadana,vicitrakarṇikāvadāna,vicitrakarṇikāvadāna ( navamo'dhyāya paryanta ),Newa,Newa,ASA Archives,"dp_no: 3765, cd_no: ASK_BL-074, ask_no: ba-a 48",NA,9 lines,32.1,12.8,NS1015,"Paper, coat of HARTALA on back side",NA,NA,yes,no
ochs_000_003_794_asa_dp_no_3766_vicitrakarnikavadana,vicitrakarṇikāvadāna,vicitrakarṇikāvadāna,Newa,Newa,ASA Archives,"dp_no: 3766, cd_no: ASK_BL-074, ask_no: ba-a 50",NA,5 lines,34.0,9.0,NA,"Paper, coat of HARTALA on back side",NA,NA,yes,no
ochs_000_003_795_asa_dp_no_3767_vicitrakarnikavadana,vicitrakarṇikāvadāna,vicitrakarṇikāvadāna,Sanskrit,Devanagari,ASA Archives,"dp_no: 3767, cd_no: ASK_BL-074, ask_no: ba-a 52",NA,9 lines,32.1,12.3,NA,"Paper, coat of HARTALA on back side",NA,NA,yes,no
ochs_000_003_796_asa_dp_no_3768_vicitrakarnikavadana,vicitrakarṇikāvadāna,vicitrakarṇikāvadāna,Sanskrit-Newa,Newa,ASA Archives,"dp_no: 3768, cd_no: ASK_BL-074, ask_no: ba-a 53",NA,5 lines,20.7,6.0,NA,Paper,NA,NA,yes,no
ochs_000_003_797_asa_dp_no_3769_vicitrakarnikavadana,vicitrakarṇikāvadāna,vicitrakarṇikāvadāna,Sanskrit,Newa,ASA Archives,"dp_no: 3769, cd_no: ASK_BL-074, ask_no: ba-a 54",NA,6 lines,28.2,7.2,NA,"Paper, coat of HARTALA on back side",NA,NA,yes,no
ochs_000_003_798_asa_dp_no_3770_visvantara,viśvantara,viśvantara,Newa,Newa,ASA Archives,"dp_no: 3770, cd_no: ASK_BL-074, ask_no: ba-a 55",NA,7 or 8 lines,26.0,11.5,NA,"Paper, coat of HARTALA on back side",NA,NA,yes,no
ochs_000_003_799_asa_dp_no_3771_visvantaravadana,viśvantarāvadāna,viśvantarāvadāna,Newa,Newa,ASA Archives,"dp_no: 3771, cd_no: ASK_BL-074, ask_no: ba-a 56",NA,7 lines,25.5,9.3,NA,Paper,NA,NA,yes,no
ochs_000_003_800_asa_dp_no_3772_visvantaravadana,viśvantarāvadāna,viśvantarāvadāna,Newa,Newa,ASA Archives,"dp_no: 3772, cd_no: ASK_BL-074, ask_no: ba-a 57",NA,5 lines,25.8,8.0,NS990,"Paper, coat of HARTALA on back side",NA,NA,yes,no
ochs_000_003_801_asa_dp_no_3773_vasisthavadana,vaśiṣṭhāvadāna,"(1) vaśiṣṭhāvadāna , (2) viśvantarāvadāna",Newa,Newa,ASA Archives,"dp_no: 3773, cd_no: ASK_BL-074, ask_no: ba-a 58",NA,7 lines,30.3,11.0,NS1018,"Paper, coat of HARTALA on back side",figure on 1b,NA,yes,no
ochs_000_003_802_asa_dp_no_3774_visvantaravadana,viśvantarāvadāna,viśvantarāvadāna,Newa,Newa,ASA Archives,"dp_no: 3774, cd_no: ASK_BL-074, ask_no: ba-a 60",NA,6 lines,31.9,8.6,NA,"Paper, coat of HARTALA on back side",NA,NA,yes,no
ochs_000_003_803_asa_dp_no_3775_visvantara,viśvantara rājakumārayā bākhaṃ,viśvantara rājakumārayā bākhaṃ,Newa,Newa,ASA Archives,"dp_no: 3775, cd_no: ASK_BL-074, ask_no: ba-a 61",NA,6 lines,29.0,8.7,NS989,"Paper, coat of HARTALA on back side",figure of viCvantara rAja kumAraM maNi dAna yAnA cwaGgu citra ( tibetan,Style: ),yes,no
ochs_000_003_804_asa_dp_no_3776_visvantaravadana,viśvantarāvadāna,viśvantarāvadāna ( avadāna - saṃgrahe ),Newa,Newa,ASA Archives,"dp_no: 3776, cd_no: ASK_BL-074, ask_no: ba-a 62",NA,6 lines,35.0,10.0,NA,"Paper, coat of HARTALA on back side",NA,NA,yes,no
ochs_000_003_805_asa_dp_no_3777_visvantara,viśvantara jātaka,viśvantara jātaka,Newa,Newa,ASA Archives,"dp_no: 3777, cd_no: ASK_BL-074, ask_no: ba-a 63",NA,6 lines,23.3,7.6,NS983,"Paper, coat of HARTALA on back side",NA,NA,yes,no
ochs_000_003_806_asa_dp_no_3778_visvantaraya,viśvantarayā bākhaṃ,viśvantarayā bākhaṃ,Newa,Newa,ASA Archives,"dp_no: 3778, cd_no: ASK_BL-074, ask_no: ba-a 64",NA,6 lines,21.1,8.2,NA,"Paper, coat of HARTALA on front side & back side",NA,"Style: Thyasaphu (foldbook, folios of handmade paper, stitched or glued together along the edges)",yes,no
ochs_000_003_807_asa_dp_no_3779_nirguna,nirguṇa dohā,nirguṇa dohā,Mtl.,Devanagari,ASA Archives,"dp_no: 3779, cd_no: ASK_BL-074, ask_no: ba-a 65",NA,10 lines,20.0,10.7,NA,Paper,NA,Style: banded,yes,no
ochs_000_003_808_asa_dp_no_3780_virakusavadana,vīrakuśāvadāna,vīrakuśāvadāna,Sanskrit,Newa,ASA Archives,"dp_no: 3780, cd_no: ASK_BL-074, ask_no: ba-a 67",NA,6-9 lines,31.8,12.5,NA,"Paper, coat of HARTALA on back side",NA,NA,yes,no
ochs_000_003_809_asa_dp_no_3781_viraksavadana,vīrakṣāvadāna,vīrakṣāvadāna ( aṣṭamī vrata kathā ),Newa,Newa,ASA Archives,"dp_no: 3781, cd_no: ASK_BL-074, ask_no: ba-a 68",NA,6 lines,25.5,9.6,NS943,Paper,NA,NA,yes,no
ochs_000_003_810_asa_dp_no_3782_virakusavadana,vīrakuśāvadāna,vīrakuśāvadāna,Newa,Newa,ASA Archives,"dp_no: 3782, cd_no: ASK_BL-074, ask_no: ba-a 69",NA,8 lines,28.5,10.0,NA,"Paper, coat of HARTALA on back side",NA,NA,yes,no
ochs_000_003_811_asa_dp_no_3783_virakusavadana,vīrakuśāvadāna,vīrakuśāvadāna ( divyāvadāne aṣṭamīvrata kathā ),Newa,Newa,ASA Archives,"dp_no: 3783, cd_no: ASK_BL-074, ask_no: ba-a 70",NA,7 lines,35.8,11.4,NA,"Paper, coat of HARTALA on back side",figure on 160a,NA,yes,no
ochs_000_003_812_asa_dp_no_3784_sucandravadana,sucandrāvadāna,sucandrāvadāna,Sanskrit,Devanagari,ASA Archives,"dp_no: 3784, cd_no: ASK_BL-075, ask_no: ba-a 71",NA,9 lines,32.9,12.4,NA,"Paper, coat of HARTALA on back side",NA,NA,yes,no
ochs_000_003_813_asa_dp_no_3785_virakusavadana,vīrakuśāvadāna,vīrakuśāvadāna,Newa,Newa,ASA Archives,"dp_no: 3785, cd_no: ASK_BL-075, ask_no: ba-a 73",NA,6 lines,33.5,9.4,NS954,"Paper, coat of HARTALA on back side",NA,NA,yes,no
ochs_000_003_814_asa_dp_no_3786_virakusavadana,vīrakuśāvadāna,vīrakuśāvadāna,Newa,Newa,ASA Archives,"dp_no: 3786, cd_no: ASK_BL-075, ask_no: ba-a 74",NA,7 lines,34.5,10.8,NA,"Paper, coat of HARTALA on back side",NA,NA,yes,no
ochs_000_003_815_asa_dp_no_3787_astami,aṣṭamī vrata mahātmya,aṣṭamī vrata mahātmya ( divyāvadānoddhṛta virākuśāvadāna ),Newa,Newa,ASA Archives,"dp_no: 3787, cd_no: ASK_BL-075, ask_no: ba-a 75",NA,7 lines,25.3,10.4,NSvasu deva ratna,"Paper, coat of HARTALA on back side",NA,NA,yes,no
ochs_000_003_816_asa_dp_no_3788_vamsavali,vaṃśāvali jātaka,vaṃśāvali jātaka,Sanskrit-Newa,Newa,ASA Archives,"dp_no: 3788, cd_no: ASK_BL-075, ask_no: ba-a 77",NA,7 lines,28.0,10.3,NS989,"Paper, coat of HARTALA on back side",NA,NA,yes,no
ochs_000_003_817_asa_dp_no_3789_manicuda,maṇicūḍa kathā,maṇicūḍa kathā,Newa,Newa,ASA Archives,"dp_no: 3789, cd_no: ASK_BL-075, ask_no: ba-a 78",NA,7 lines,25.2,10.4,NS1019,"Paper, coat of HARTALA on back side",NA,NA,yes,no
ochs_000_003_818_asa_dp_no_3790_manicudavadana,maṇicūḍāvadāna,maṇicūḍāvadāna,Newa,Newa,ASA Archives,"dp_no: 3790, cd_no: ASK_BL-075, ask_no: ba-a 80",NA,5 lines,25.8,7.5,NA,"Paper, coat of HARTALA on back side",NA,NA,yes,no
ochs_000_003_819_asa_dp_no_3791_ahoratra,ahorātra vrata mahātmya,ahorātra vrata mahātmya ( maṇicūḍāvadāna ),Newa,Newa,ASA Archives,"dp_no: 3791, cd_no: ASK_BL-075, ask_no: ba-a 84",NA,9 lines,35.5,12.5,NS993,"Paper, coat of HARTALA on back side",NA,NA,yes,no
ochs_000_003_820_asa_dp_no_3792_manicudavadana,maṇicūḍāvadāna,maṇicūḍāvadāna,Newa,Newa,ASA Archives,"dp_no: 3792, cd_no: ASK_BL-075, ask_no: ba-a 85",NA,7 lines,34.6,10.8,NS1006,"Paper, coat of HARTALA on back side",NA,NA,yes,no
